model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 GLE Class,2017,39991,Automatic,17800,Diesel,300,39.2,3
 A Class,2019,31991,Automatic,2934,Petrol,145,35.3,2
 C Class,2019,29950,Automatic,6605,Diesel,145,57.7,2
 C Class,2019,29500,Automatic,7610,Diesel,145,57.7,2
 E Class,2019,38500,Automatic,12422,Hybrid,135,188.3,2
 GLC Class,2019,35000,Automatic,10810,Diesel,145,40.9,2
 GLC Class,2019,35800,Automatic,3251,Diesel,145,40.9,2
 GLA Class,2017,21400,Automatic,10519,Diesel,145,56.5,2.1
 A Class,2018,17000,Automatic,8688,Petrol,150,49.6,1.6
 E Class,2019,30000,Automatic,12638,Diesel,150,58.9,2
 C Class,2019,28000,Automatic,15026,Diesel,150,64.2,2
 A Class,2019,22700,Automatic,11411,Petrol,150,53.3,1.3
 GLE Class,2017,30000,Automatic,19190,Diesel,265,42.8,3
 A Class,2017,16000,Automatic,32000,Diesel,20,74.3,1.5
 CLS Class,2017,23000,Automatic,30000,Diesel,165,51.4,3
 A Class,2019,23500,Automatic,8678,Petrol,150,53.3,1.3
 C Class,2019,28500,Automatic,5107,Petrol,150,47.1,1.5
 GLA Class,2019,21750,Automatic,6586,Petrol,150,44.8,1.6
 C Class,2016,19999,Automatic,24137,Petrol,125,51.4,2
 A Class,2017,18999,Automatic,18032,Diesel,145,68.9,2.1
 C Class,2019,19749,Automatic,14730,Petrol,150,46.3,1.5
 GLC Class,2017,36000,Automatic,15250,Petrol,145,34,3
 GLE Class,2020,48000,Automatic,5000,Diesel,145,36.7,2
 C Class,2019,30500,Automatic,7098,Diesel,145,57.7,2
 C Class,2019,30500,Automatic,3180,Diesel,145,57.7,2
 GLE Class,2019,47750,Automatic,3853,Diesel,145,36.7,2
 C Class,2019,26299,Automatic,13237,Petrol,145,47.1,1.5
 C Class,2018,24199,Automatic,6812,Diesel,145,58.9,2
 A Class,2018,17649,Automatic,14983,Diesel,145,68.9,2.1
 C Class,2019,25449,Automatic,13197,Petrol,145,47.1,1.5
 A Class,2019,25799,Automatic,2644,Diesel,150,56.5,2
 GLC Class,2019,34099,Automatic,2632,Diesel,150,42.2,2.1
 SL CLASS,2019,32499,Automatic,873,Petrol,150,47.1,2
 GLE Class,2017,29338,Automatic,18001,Diesel,145,47.9,2.1
 A Class,2019,23499,Manual,6919,Petrol,145,28.5,1.3
 GLA Class,2017,19699,Automatic,24192,Diesel,145,56.5,2.1
 C Class,2019,33599,Automatic,1734,Diesel,145,55.4,2
 C Class,2019,31099,Automatic,1935,Petrol,145,44.1,2
 C Class,2019,27299,Automatic,138,Petrol,145,45.6,1.5
 C Class,2019,30799,Automatic,7264,Diesel,145,55.4,2
 A Class,2019,22699,Automatic,1770,Diesel,145,62.8,1.5
 A Class,2019,22599,Automatic,2823,Diesel,145,62.8,1.5
 A Class,2019,22699,Automatic,1683,Diesel,145,62.8,1.5
 A Class,2019,24599,Automatic,1907,Diesel,145,62.8,1.5
 GLE Class,2019,52799,Automatic,3925,Diesel,145,32.8,3
 C Class,2019,29699,Automatic,4542,Diesel,145,56.5,2
 C Class,2019,28499,Automatic,1864,Petrol,145,45.6,1.5
 S Class,2019,62799,Automatic,2528,Diesel,145,48.7,3
 A Class,2019,22299,Automatic,4554,Diesel,145,62.8,1.5
 B Class,2019,26699,Automatic,1915,Diesel,145,55.4,2
 CL Class,2019,25700,Automatic,11344,Diesel,145,51.4,2.2
 C Class,2019,28400,Automatic,16884,Diesel,145,57.7,2
 C Class,2018,22000,Automatic,10998,Petrol,145,46.3,1.5
 CLS Class,2018,36500,Automatic,1841,Diesel,145,48.7,2.9
 C Class,2019,28359,Automatic,6040,Petrol,145,44.1,2
 C Class,2019,41400,Automatic,3615,Petrol,145,28.8,3
 GLC Class,2019,39900,Automatic,4696,Diesel,145,40.9,2
 GLC Class,2019,39000,Automatic,4606,Diesel,145,40.9,2
 V Class,2019,51000,Automatic,3238,Diesel,145,36.7,2
 V Class,2019,46500,Automatic,2000,Diesel,145,36.7,2
 GLE Class,2019,53750,Automatic,6925,Diesel,145,32.5,3
 GLA Class,2016,17500,Automatic,25639,Diesel,20,67.3,2.1
 C Class,2019,19849,Automatic,14074,Petrol,145,46.3,1.5
 C Class,2019,19799,Automatic,14401,Petrol,145,46.3,1.5
 E Class,2019,31299,Automatic,15055,Diesel,145,58.9,2
 C Class,2019,25349,Automatic,10544,Petrol,145,44.1,1.5
 A Class,2016,26789,Automatic,39044,Petrol,200,40.9,2
 GLC Class,2017,29499,Automatic,30500,Diesel,145,56.5,2.1
 GLC Class,2019,37250,Automatic,1360,Diesel,145,40.9,2
 C Class,2019,28700,Automatic,4000,Petrol,145,47.1,1.5
 C Class,2019,28000,Automatic,10648,Petrol,145,44.1,2
 C Class,2020,30500,Automatic,100,Diesel,145,64.2,2
 B Class,2020,26500,Automatic,2000,Diesel,145,55.4,2
 E Class,2020,44000,Automatic,199,Diesel,145,42.8,3
 C Class,2020,30500,Automatic,999,Diesel,145,64.2,2
 C Class,2020,30500,Automatic,199,Diesel,145,64.2,2
 GLC Class,2020,39999,Automatic,2000,Diesel,145,40.9,2
 GLC Class,2020,41500,Automatic,2000,Diesel,145,40.9,2
 E Class,2019,49499,Automatic,2134,Petrol,145,31.7,3
 A Class,2019,25799,Automatic,3136,Diesel,145,56.5,2
 A Class,2019,25899,Automatic,2099,Diesel,145,56.5,2
 A Class,2019,23399,Manual,1198,Petrol,145,47.1,1.3
 C Class,2015,17999,Automatic,15566,Petrol,125,50.4,2
 C Class,2019,35499,Automatic,2616,Petrol,145,36.2,3
 CL Class,2019,37699,Automatic,2575,Petrol,145,40.9,2
 E Class,2019,43799,Automatic,3949,Diesel,145,45.6,3
 SL CLASS,2019,30899,Automatic,3362,Petrol,145,47.1,2
 C Class,2019,30199,Automatic,2456,Diesel,145,56.5,2
 S Class,2019,61899,Automatic,5260,Diesel,145,48.7,3
 CL Class,2019,26299,Automatic,7259,Petrol,145,38.2,2
 C Class,2019,31609,Automatic,1000,Diesel,145,64.2,2
 GLE Class,2019,55299,Automatic,2768,Diesel,145,32.8,3
 GLA Class,2019,25599,Automatic,116,Diesel,145,64.2,2.1
 CL Class,2019,29299,Automatic,2914,Petrol,145,39.8,2
 A Class,2019,23399,Manual,965,Petrol,145,47.1,1.3
 A Class,2019,26699,Automatic,4352,Diesel,145,56.5,2
 A Class,2019,26999,Automatic,3496,Diesel,145,56.5,2
 C Class,2019,30299,Automatic,7478,Diesel,145,55.4,2
 B Class,2019,26299,Automatic,3607,Diesel,145,55.4,2
 SL CLASS,2019,79799,Automatic,540,Petrol,145,28,5.5
 C Class,2019,67699,Automatic,544,Petrol,145,28,4
 A Class,2019,22899,Automatic,1835,Diesel,145,65.7,1.5
 A Class,2019,26099,Automatic,350,Diesel,145,56.5,2
 B Class,2019,28799,Automatic,226,Petrol,145,37.7,2
 C Class,2019,35399,Automatic,1273,Petrol,145,44.1,1.5
 C Class,2019,33599,Automatic,2983,Diesel,145,57.7,2
 E Class,2019,46299,Automatic,4339,Diesel,145,47.1,3
 C Class,2018,26199,Automatic,9366,Diesel,145,65.7,2.1
 C Class,2018,19599,Automatic,13053,Diesel,145,61.4,2
 C Class,2019,23289,Automatic,15458,Diesel,145,61.4,2
 C Class,2019,25399,Automatic,6612,Petrol,145,45.6,1.5
 C Class,2019,24849,Automatic,1446,Petrol,145,45.6,1.5
 C Class,2019,24789,Automatic,428,Petrol,145,44.1,1.5
 E Class,2019,39999,Automatic,7679,Diesel,145,45.6,3
 C Class,2019,39299,Automatic,8628,Petrol,145,29.4,3
 E Class,2019,25199,Automatic,13835,Diesel,145,72.4,2
 CL Class,2018,17699,Automatic,23869,Diesel,145,68.9,2.1
 GLA Class,2018,26899,Automatic,4253,Diesel,145,56.5,2.1
 A Class,2018,23399,Automatic,7216,Petrol,145,53.3,1.3
 C Class,2018,28749,Automatic,6449,Diesel,145,54.3,2
 A Class,2019,21099,Automatic,11706,Petrol,145,53.3,1.3
 E Class,2017,21399,Automatic,16753,Diesel,145,72.4,2
 C Class,2019,24849,Automatic,5000,Petrol,145,44.1,1.5
 C Class,2019,33299,Automatic,2000,Diesel,145,54.3,2
 C Class,2018,27299,Automatic,3150,Diesel,145,61.4,2
 GLC Class,2017,28999,Automatic,26200,Diesel,145,56.5,2.1
 C Class,2019,25099,Automatic,3400,Petrol,145,42.2,1.6
 C Class,2019,27199,Automatic,754,Petrol,145,46.3,1.5
 A Class,2019,23499,Automatic,4149,Diesel,145,56.5,2
 C Class,2019,23399,Automatic,3816,Petrol,145,44.1,1.5
 B Class,2019,23799,Automatic,3604,Diesel,145,60.1,1.5
 CL Class,2019,26799,Automatic,5051,Petrol,145,38.2,2
 GLA Class,2019,26399,Automatic,3334,Diesel,145,56.5,2.1
 C Class,2019,31199,Automatic,3435,Diesel,145,57.7,2
 E Class,2019,38899,Automatic,5342,Hybrid,135,188.3,2
 A Class,2019,23969,Automatic,1000,Diesel,145,62.8,1.5
 B Class,2019,23589,Automatic,1000,Diesel,145,55.4,2
 C Class,2019,27799,Automatic,3251,Diesel,145,61.4,2
 E Class,2019,26099,Automatic,3310,Diesel,145,72.4,2
 E Class,2019,35599,Automatic,14954,Diesel,145,48.7,3
 C Class,2019,26589,Automatic,3070,Diesel,145,60.1,1.6
 GLA Class,2019,22999,Automatic,13594,Diesel,145,67.3,2.1
 E Class,2019,25399,Automatic,11290,Diesel,145,72.4,2
 CLS Class,2019,39599,Automatic,3572,Diesel,145,48.7,2.9
 B Class,2019,20749,Manual,2472,Petrol,145,45.6,1.3
 B Class,2019,22399,Automatic,12094,Petrol,145,45.6,1.3
 C Class,2018,23199,Automatic,9136,Petrol,145,46.3,1.5
 C Class,2019,31529,Automatic,1000,Diesel,145,51.4,2
 S Class,2019,67109,Automatic,1000,Diesel,145,52.3,3
 A Class,2019,26089,Automatic,1000,Diesel,145,56.5,2
 C Class,2019,35049,Automatic,1000,Petrol,145,44.1,1.5
 GLE Class,2019,49229,Automatic,1000,Diesel,145,36.7,2
 C Class,2019,38289,Automatic,1000,Diesel,145,54.3,2
 C Class,2019,32289,Automatic,1000,Petrol,145,46.3,1.5
 C Class,2019,32069,Automatic,1000,Diesel,145,64.2,2
 C Class,2019,32069,Automatic,1000,Diesel,145,64.2,2
 CL Class,2019,26299,Automatic,1476,Petrol,145,38.2,2
 GLA Class,2019,24999,Automatic,1500,Diesel,145,64.2,2.1
 GLS Class,2018,64999,Automatic,41102,Petrol,145,23,5.5
 GLA Class,2017,23599,Automatic,6009,Diesel,145,56.5,2.1
 E Class,2018,29499,Automatic,4992,Diesel,145,57.7,2
 S Class,2018,57899,Automatic,3728,Diesel,145,48.7,3
 C Class,2018,47099,Automatic,11501,Petrol,145,31.7,4
 C Class,2019,26289,Automatic,650,Petrol,145,46.3,1.5
 C Class,2017,25599,Automatic,13000,Petrol,145,42.2,2
 A Class,2016,22299,Automatic,15550,Petrol,200,42.8,2
 SL CLASS,2016,33889,Automatic,23736,Petrol,235,36.7,3
 C Class,2017,22449,Automatic,44998,Diesel,30,65.7,2.1
 A Class,2016,14499,Automatic,36063,Diesel,20,70.6,2.1
 C Class,2016,17299,Automatic,66500,Diesel,125,60.1,2.1
 C Class,2016,17999,Automatic,21040,Diesel,30,64.2,1.6
 CL Class,2017,19999,Automatic,12000,Petrol,125,53.3,1.6
 E Class,2019,39999,Automatic,5649,Petrol,145,32.1,3
 E Class,2016,19699,Automatic,30148,Diesel,30,61.4,2
 E Class,2017,21199,Automatic,29128,Diesel,145,67.3,2
 C Class,2019,25999,Automatic,15195,Diesel,145,61.4,2
 A Class,2019,26599,Automatic,5244,Diesel,145,56.5,2
 C Class,2019,29349,Automatic,11561,Diesel,145,57.7,2
 C Class,2019,26349,Automatic,10299,Diesel,145,61.4,2
 C Class,2019,42099,Automatic,3076,Petrol,145,28,3
 C Class,2019,25849,Automatic,10977,Petrol,145,47.1,1.5
 E Class,2019,35699,Automatic,8919,Diesel,145,48.7,3
 GLA Class,2019,24149,Automatic,13570,Petrol,145,50.4,1.6
 C Class,2019,25349,Automatic,9728,Petrol,145,46.3,1.5
 A Class,2019,23999,Automatic,3948,Petrol,145,53.3,1.3
 GLC Class,2019,29849,Automatic,13427,Diesel,145,56.5,2.1
 A Class,2019,21349,Automatic,3345,Petrol,145,53.3,1.3
 C Class,2019,31609,Automatic,1825,Diesel,145,64.2,2
 C Class,2016,15999,Automatic,9000,Diesel,20,65.7,2.1
 GLA Class,2019,25399,Automatic,1690,Diesel,145,64.2,2.1
 E Class,2019,28879,Automatic,7668,Diesel,145,61.4,2
 A Class,2019,25699,Automatic,3328,Diesel,145,56.5,2
 C Class,2019,34919,Automatic,2292,Petrol,145,44.1,1.5
 GLA Class,2018,18749,Manual,20646,Diesel,145,64.2,2.1
 A Class,2017,17999,Automatic,30000,Petrol,145,52.3,1.6
 A Class,2019,20449,Automatic,11056,Petrol,150,28.5,1.3
 C Class,2019,28999,Automatic,2392,Petrol,150,46.3,1.5
 E Class,2018,25699,Automatic,2183,Diesel,145,61.4,2
 C Class,2019,19799,Automatic,14422,Petrol,145,46.3,1.5
 C Class,2019,25499,Automatic,15175,Diesel,145,61.4,2
 CL Class,2019,26049,Automatic,13958,Diesel,145,51.4,2.2
 B Class,2017,14999,Manual,8000,Diesel,145,65.7,2.1
 B Class,2019,22099,Automatic,14140,Petrol,145,45.6,1.3
 E Class,2018,23299,Automatic,20000,Diesel,145,65.7,2
 A Class,2019,24519,Automatic,4897,Diesel,145,56.5,2
 A Class,2019,24999,Automatic,2691,Diesel,145,56.5,2
 C Class,2018,28199,Automatic,9252,Diesel,145,54.3,2
 C Class,2019,30349,Automatic,438,Petrol,145,44.1,2
 GLA Class,2019,23099,Automatic,13654,Diesel,145,67.3,2.1
 B Class,2019,21549,Automatic,14443,Petrol,145,45.6,1.3
 C Class,2016,17849,Automatic,45557,Diesel,30,61.4,2.1
 E Class,2017,19299,Automatic,39469,Diesel,20,67.3,2
 A Class,2019,24999,Automatic,5582,Petrol,145,53.3,1.3
 E Class,2017,22399,Automatic,19000,Diesel,145,65.7,2
 E Class,2017,22299,Automatic,18557,Diesel,145,65.7,2
 A Class,2019,21899,Automatic,5282,Petrol,145,53.3,1.3
 SL CLASS,2019,60099,Automatic,38,Petrol,145,29.4,3
 C Class,2019,36999,Automatic,1000,Diesel,145,55.4,2
 C Class,2019,33789,Automatic,1000,Diesel,145,61.4,2
 E Class,2019,44159,Automatic,1000,Diesel,145,40.9,3
 GLA Class,2019,24999,Automatic,1000,Diesel,145,64.2,2.1
 GLA Class,2019,24999,Automatic,2001,Diesel,145,64.2,2.1
 C Class,2015,17749,Automatic,19039,Diesel,30,64.2,2.1
 C Class,2017,18999,Automatic,31727,Diesel,145,64.2,2.1
 E Class,2019,33299,Automatic,7550,Diesel,145,57.7,2
 E Class,2019,40349,Automatic,12712,Diesel,145,39.2,3
 S Class,2015,36499,Automatic,8051,Petrol,325,31.7,4.7
 GLA Class,2019,24999,Automatic,1523,Diesel,145,64.2,2.1
 V Class,2018,35299,Automatic,22,Diesel,145,44.8,2.2
 E Class,2017,21699,Automatic,19457,Diesel,145,72.4,2
 E Class,2019,42649,Automatic,7743,Diesel,145,38.2,3
 C Class,2019,25149,Automatic,13157,Petrol,145,45.6,1.5
 GLC Class,2019,32199,Automatic,10316,Diesel,145,41.5,2.1
 GLA Class,2019,24999,Automatic,2665,Diesel,145,64.2,2.1
 SL CLASS,2019,32499,Automatic,545,Petrol,145,47.1,2
 E Class,2019,24849,Automatic,14222,Diesel,145,72.4,2
 E Class,2019,24849,Automatic,13910,Diesel,145,72.4,2
 A Class,2018,20389,Automatic,10427,Diesel,145,68.9,2.1
 GLA Class,2019,23049,Automatic,10598,Diesel,145,67.3,2.1
 A Class,2019,22339,Automatic,2815,Diesel,145,65.7,1.5
 A Class,2019,23399,Manual,1043,Petrol,145,47.1,1.3
 A Class,2019,25399,Manual,415,Petrol,145,47.1,1.3
 A Class,2019,23499,Manual,277,Petrol,145,47.1,1.3
 A Class,2019,25299,Manual,1077,Petrol,145,47.1,1.3
 A Class,2019,23499,Manual,504,Petrol,145,47.1,1.3
 C Class,2019,31299,Automatic,4631,Diesel,145,61.4,2
 E Class,2019,36589,Automatic,10500,Diesel,145,70.6,2
 CL Class,2019,27249,Automatic,1000,Petrol,145,39.8,2
 A Class,2019,26899,Automatic,2662,Diesel,145,56.5,2
 E Class,2019,46199,Automatic,1000,Petrol,145,32.1,3
 C Class,2019,23879,Manual,551,Petrol,145,47.1,1.6
 B Class,2019,23979,Automatic,2982,Diesel,145,55.4,2
 B Class,2019,23979,Automatic,5000,Diesel,145,55.4,2
 C Class,2019,29099,Automatic,5088,Petrol,145,47.1,1.5
 A Class,2019,26089,Automatic,1000,Diesel,145,56.5,2
 C Class,2019,34579,Automatic,1000,Petrol,145,44.1,1.5
 GLC Class,2019,66899,Automatic,391,Petrol,145,22.4,4
 A Class,2019,24999,Automatic,3897,Diesel,145,56.5,2
 C Class,2018,23799,Automatic,3640,Petrol,145,47.9,2
 C Class,2019,31699,Automatic,3358,Diesel,145,57.7,2
 C Class,2019,30799,Automatic,7031,Diesel,145,61.4,2
 C Class,2019,31199,Automatic,4885,Diesel,145,64.2,2
 C Class,2019,34799,Automatic,3435,Petrol,145,44.1,1.5
 C Class,2019,68399,Automatic,1282,Petrol,145,28,4
 E Class,2019,54599,Automatic,1145,Petrol,145,32.1,3
 SL CLASS,2019,60099,Automatic,91,Petrol,145,29.4,3
 A Class,2019,22339,Automatic,2560,Diesel,145,65.7,1.5
 E Class,2019,24399,Automatic,14391,Diesel,145,72.4,2
 E Class,2019,24399,Automatic,14061,Diesel,145,72.4,2
 A Class,2019,20799,Manual,3099,Petrol,145,28.5,1.3
 SL CLASS,2019,30499,Automatic,5494,Petrol,145,47.1,2
 C Class,2019,20399,Automatic,13334,Petrol,145,46.3,1.5
 C Class,2019,20449,Automatic,14005,Diesel,145,61.4,2
 E Class,2019,28499,Automatic,8097,Diesel,145,61.4,2
 C Class,2019,20299,Automatic,14184,Petrol,145,46.3,1.5
 C Class,2019,20349,Automatic,14012,Petrol,145,46.3,1.5
 CL Class,2019,25999,Automatic,14521,Diesel,145,51.4,2.2
 A Class,2019,23509,Automatic,1000,Diesel,145,67.3,1.5
 A Class,2019,22569,Automatic,1000,Petrol,145,53.3,1.3
 GLA Class,2019,24999,Automatic,3208,Diesel,145,64.2,2.1
 GLA Class,2019,24999,Automatic,2666,Diesel,145,64.2,2.1
 GLA Class,2019,24999,Automatic,2368,Diesel,145,64.2,2.1
 B Class,2019,24649,Automatic,1000,Diesel,145,55.4,2
 A Class,2019,24059,Automatic,4664,Diesel,145,56.5,2
 A Class,2019,20859,Manual,1000,Petrol,145,47.1,1.3
 GLC Class,2019,38509,Automatic,3000,Diesel,145,40.9,2
 C Class,2019,31519,Automatic,1000,Petrol,145,45.6,1.5
 CL Class,2016,14399,Manual,45693,Diesel,20,65.7,2.1
 A Class,2017,14649,Manual,14980,Diesel,145,72.4,1.5
 C Class,2018,18399,Automatic,31122,Diesel,145,64.2,2.1
 A Class,2016,13049,Manual,26523,Petrol,125,51.4,1.6
 E Class,2017,19449,Automatic,29935,Diesel,20,72.4,2
 C Class,2017,20349,Automatic,10745,Diesel,30,64.2,2.1
 CLS Class,2018,32849,Automatic,16019,Diesel,145,48.7,2.9
 CL Class,2017,21599,Automatic,13100,Diesel,145,67.3,2.1
 E Class,2017,22199,Automatic,16350,Diesel,145,67.3,2
 B Class,2019,23979,Automatic,1000,Diesel,145,55.4,2
 C Class,2019,30849,Automatic,8473,Diesel,145,54.3,2
 GLC Class,2019,43099,Automatic,9558,Diesel,145,40.4,2
 C Class,2019,46999,Automatic,9962,Petrol,145,29.7,3
 CL Class,2019,26799,Automatic,3532,Petrol,145,38.2,2
 E Class,2019,59999,Automatic,90,Petrol,145,30.1,4
 SL CLASS,2019,78399,Automatic,3728,Petrol,145,28,5.5
 C Class,2019,28199,Automatic,10452,Diesel,145,57.7,2
 C Class,2019,27499,Automatic,1211,Diesel,145,58.9,1.6
 CL Class,2019,25399,Automatic,16122,Petrol,145,38.2,2
 C Class,2019,27299,Automatic,1000,Petrol,145,46.3,1.5
 C Class,2018,26799,Automatic,7466,Petrol,145,47.1,2
 C Class,2020,36209,Automatic,1000,Petrol,145,42.8,2
 C Class,2017,14549,Automatic,38085,Diesel,20,65.7,2.1
 CL Class,2020,30389,Automatic,1000,Diesel,145,55.4,2
 A Class,2020,26519,Automatic,1000,Petrol,145,53.3,1.3
 GLC Class,2020,41239,Automatic,1000,Petrol,145,31.7,2
 GLE Class,2020,61489,Automatic,1000,Petrol,145,29.5,3
 A Class,2020,26049,Automatic,1000,Diesel,145,62.8,1.5
 CL Class,2020,27779,Automatic,1000,Petrol,145,44.8,1.3
 E Class,2019,25999,Automatic,8396,Diesel,145,72.4,2
 C Class,2019,29549,Automatic,9053,Petrol,145,44.1,2
 C Class,2019,26699,Automatic,5500,Petrol,145,43.5,2
 C Class,2020,40179,Automatic,1000,Diesel,145,54.3,2
 E Class,2019,41519,Automatic,1000,Diesel,145,42.8,3
 C Class,2019,31609,Automatic,1000,Diesel,145,64.2,2
 C Class,2019,32069,Automatic,1000,Diesel,145,64.2,2
 C Class,2019,30919,Automatic,1000,Diesel,145,53.3,2
 C Class,2019,25799,Automatic,1000,Petrol,145,45.6,1.5
 C Class,2016,38349,Automatic,22000,Petrol,300,34.5,4
 E Class,2017,21699,Automatic,31459,Diesel,145,65.7,2
 C Class,2019,49499,Automatic,1000,Petrol,145,29.1,3
 C Class,2019,49669,Automatic,1000,Petrol,145,29.1,3
 B Class,2019,24799,Automatic,3906,Diesel,145,55.4,2
 E Class,2019,25899,Automatic,4997,Diesel,145,72.4,2
 GLA Class,2019,22999,Automatic,17471,Diesel,145,67.3,2.1
 E Class,2019,37599,Automatic,14031,Diesel,145,48.7,3
 E Class,2019,37999,Automatic,11588,Diesel,145,48.7,3
 E Class,2019,26399,Automatic,15189,Diesel,145,72.4,2
 E Class,2019,41499,Automatic,3695,Petrol,145,33.6,3
 E Class,2019,25599,Automatic,12277,Diesel,145,72.4,2
 C Class,2019,20399,Automatic,13793,Diesel,145,61.4,2
 B Class,2019,22699,Automatic,12706,Petrol,145,45.6,1.3
 C Class,2019,20799,Automatic,15536,Diesel,145,61.4,2
 C Class,2016,24799,Automatic,30385,Diesel,30,65.7,2.1
 C Class,2019,27199,Automatic,3780,Petrol,145,42.2,2
 E Class,2017,21299,Automatic,20852,Diesel,145,72.4,2
 C Class,2019,20699,Automatic,10037,Diesel,145,64.2,2.1
 A Class,2018,21399,Automatic,3278,Petrol,145,53.3,1.3
 C Class,2017,23699,Automatic,7978,Diesel,20,67.3,2.1
 C Class,2018,21449,Automatic,2684,Petrol,145,44.1,1.5
 E Class,2017,23599,Automatic,9012,Diesel,145,65.7,2
 E Class,2017,21399,Automatic,19995,Diesel,145,72.4,2
 GLC Class,2019,32499,Automatic,9418,Diesel,145,41.5,2.1
 C Class,2019,24299,Automatic,14333,Diesel,145,61.4,2
 C Class,2019,25999,Automatic,14344,Diesel,145,61.4,2
 C Class,2018,26189,Automatic,8069,Diesel,145,65.7,2.1
 C Class,2019,29799,Automatic,7621,Diesel,145,57.7,2
 C Class,2019,29099,Automatic,8205,Diesel,145,57.7,2
 B Class,2019,22499,Automatic,8666,Petrol,145,45.6,1.3
 B Class,2019,22899,Automatic,9288,Petrol,145,45.6,1.3
 A Class,2019,21999,Manual,1448,Petrol,145,47.1,1.3
 C Class,2019,32599,Automatic,3723,Diesel,145,54.3,2
 B Class,2019,26899,Automatic,807,Diesel,145,55.4,2
 S Class,2019,63099,Automatic,1766,Diesel,145,48.7,3
 B Class,2019,27299,Automatic,8768,Diesel,145,54.3,2
 C Class,2019,25999,Automatic,13701,Petrol,145,47.1,1.5
 E Class,2019,31499,Automatic,11415,Diesel,145,58.9,2
 C Class,2019,26699,Automatic,10597,Petrol,145,46.3,1.5
 C Class,2019,26699,Automatic,6718,Petrol,145,46.3,1.5
 E Class,2019,26299,Automatic,3665,Diesel,145,72.4,2
 GLC Class,2017,27199,Automatic,21452,Diesel,145,56.5,2.1
 A Class,2019,23899,Manual,6917,Petrol,145,28.5,1.3
 E Class,2016,21749,Automatic,27178,Diesel,160,51.4,3
 CL Class,2018,22999,Automatic,8897,Petrol,145,44.1,1.6
 E Class,2017,20099,Automatic,38566,Diesel,145,61.4,2
 C Class,2019,28599,Automatic,970,Diesel,145,60.1,1.6
 E Class,2019,39599,Automatic,2872,Hybrid,135,188.3,2
 E Class,2019,40899,Automatic,3728,Diesel,145,46.3,3
 SL CLASS,2019,50899,Automatic,13,Petrol,145,36.7,3
 S Class,2019,47599,Automatic,11876,Diesel,145,52.3,3
 GLE Class,2017,39699,Automatic,10689,Diesel,145,39.2,3
 GLC Class,2016,28999,Automatic,21355,Diesel,145,56.5,2.1
 A Class,2019,22599,Automatic,2672,Diesel,145,62.8,1.5
 A Class,2019,20499,Automatic,10488,Petrol,145,28.5,1.3
 GLA Class,2016,18149,Automatic,18810,Diesel,30,64.2,2.1
 C Class,2020,36809,Automatic,1000,Petrol,145,46.3,1.5
 CL Class,2020,30389,Automatic,1000,Diesel,145,55.4,2
 C Class,2016,25499,Automatic,9458,Petrol,160,43.5,2
 C Class,2017,18299,Automatic,35431,Diesel,30,61.4,2.1
 GLA Class,2017,21199,Automatic,13137,Diesel,145,56.5,2.1
 CL Class,2018,19589,Automatic,2628,Diesel,145,67.3,2.1
 C Class,2019,30149,Automatic,6362,Diesel,145,64.2,2
 C Class,2018,29199,Automatic,4699,Diesel,145,54.3,2
 C Class,2019,19699,Automatic,15020,Petrol,145,46.3,1.5
 CL Class,2019,26099,Automatic,13187,Diesel,145,51.4,2.2
 E Class,2019,37999,Automatic,10470,Diesel,145,44.8,2
 A Class,2019,21799,Manual,3253,Petrol,145,28.5,1.3
 C Class,2019,25899,Automatic,10662,Petrol,145,47.1,1.5
